
ORD000030,2026-02-21 16:15:56,Kurla,REST_B,19.245278,72.822034,19,6,480,Normal,Online,2,2.2,4,Low,Cloudy,0,11,2,2,1.33,0.71,3,22,45,23
ORD000031,2026-02-21 16:38:20,Goregaon,REST_C,19.198428,72.866392,11,3,790,High,Online,1,3.5,3,High,Cloudy,1,1,10,7,1.78,1.92,15,26,36,10
ORD000032,2026-02-21 15:48:14,Kurla,REST_E,19.134177,72.840224,22,1,153,Normal,Online,8,2.46,4,High,Cloudy,0,1,7,2,2.26,3.87,30,52,30,-22
ORD000033,2026-02-21 18:58:13,Goregaon,REST_D,19.161336,72.878665,18,1,467,High,Online,8,2.24,4,High,Cloudy,0,5,1,2,2.01,4.52,36,54,50,-4
ORD000034,2026-02-21 14:30:36,Dadar,REST_A,19.150808,72.948591,25,5,311,Normal,Online,7,2.44,3,Low,Cloudy,1,6,0,6,2.09,6.17,49,74,37,-37
ORD000035,2026-02-21 13:58:42,Andheri East,REST_D,19.011358,72.878401,22,1,938,High,Online,7,0.58,2,Low,Rain,0,3,10,5,1.13,0.51,4,26,34,8
ORD000036,2026-02-21 16:20:48,Dadar,REST_E,19.050389,72.838488,20,3,475,High,Online,0,0.91,3,Low,Clear,0,6,9,7,2.5,1.25,6,26,49,23
ORD000037,2026-02-21 14:05:48,Powai,REST_D,19.205521,72.945622,22,3,500,Normal,Online,7,3.71,4,Low,Clear,0,15,1,3,1.93,4.25,27,49,39,-10
ORD000038,2026-02-21 13:25:16,Andheri West,REST_D,19.14287,72.802552,21,2,645,High,COD,6,2.1,2,Medium,Rain,1,4,3,8,2.35,5.4,35,56,41,-15
ORD000039,2026-02-21 16:31:40,Dadar,REST_B,19.061964,72.858372,25,2,487,High,COD,5,2.08,4,Medium,Cloudy,1,0,0,4,1.69,0.83,5,30,49,19
ORD000040,2026-02-21 14:24:22,Andheri East,REST_C,19.163993,72.923687,11,5,487,Normal,COD,2,2.95,2,Low,Cloudy,1,11,1,7,1.54,6.26,31,42,41,-1
ORD000041,2026-02-21 13:44:14,Bandra West,REST_D,19.193681,72.888588,16,6,342,Normal,Online,8,1.14,3,Medium,Rain,1,5,9,7,1.29,2.13,13,29,37,8
ORD000042,2026-02-21 13:25:09,Bandra West,REST_B,19.246511,72.851987,19,5,905,High,Online,4,2.83,2,Low,Rain,0,14,6,4,1.95,4.39,28,47,48,1
ORD000043,2026-02-21 16:30:03,Dadar,REST_E,19.18933,72.82225,10,3,405,High,COD,5,3.33,2,High,Cloudy,1,12,0,6,2.25,6.4,51,61,50,-11
ORD000044,2026-02-21 16:30:56,Powai,REST_B,19.194708,72.806568,11,2,764,High,COD,6,3.15,4,High,Clear,0,12,8,2,1.7,6.16,30,41,49,8
ORD000045,2026-02-21 17:13:11,Bandra West,REST_C,19.131867,72.89278,18,1,269,Normal,COD,4,0.41,4,Low,Cloudy,1,7,5,3,1.13,6.69,33,51,48,-3
ORD000046,2026-02-21 14:02:53,Andheri West,REST_B,19.02826,72.86831,21,4,911,High,COD,7,1.13,4,Low,Rain,0,14,6,4,2.26,0.7,5,26,30,4
ORD000047,2026-02-21 13:39:05,Dadar,REST_B,19.068235,72.887393,10,4,516,Normal,Online,8,2.06,3,High,Cloudy,1,12,2,8,1.52,0.83,4,14,33,19
ORD000048,2026-02-21 17:10:49,Dadar,REST_B,19.19142,72.898175,18,4,987,High,Online,7,1.35,2,High,Rain,0,7,6,2,1.76,5.1,33,51,49,-2
ORD000049,2026-02-21 12:56:08,Dadar,REST_B,19.200278,72.820621,13,3,762,Normal,Online,8,3.45,4,High,Clear,0,14,1,6,1.41,0.97,4,17,30,13
ORD000050,2026-02-21 17:30:22,Dadar,REST_D,19.016052,72.866465,20,5,586,High,COD,3,3.41,4,High,Rain,0,11,4,1,2.35,4.02,20,40,46,6
ORD000051,2026-02-21 13:42:55,Goregaon,REST_B,19.206794,72.91125,14,3,999,Normal,COD,0,1.8,3,Medium,Clear,0,9,6,6,1.02,5.36,34,48,44,-4
ORD000052,2026-02-21 18:43:41,Dadar,REST_C,19.046652,72.872839,9,1,165,High,COD,4,1.32,2,High,Rain,1,3,8,8,2.05,4.94,39,48,36,-12
ORD000053,2026-02-21 12:39:18,Dadar,REST_A,19.213205,72.81437,9,5,768,High,COD,1,3.99,2,Medium,Cloudy,1,10,0,7,1.29,1.41,7,16,33,17
ORD000054,2026-02-21 16:48:03,Powai,REST_B,19.151757,72.900752,8,5,303,Normal,COD,3,3.22,4,High,Clear,0,13,4,0,2.23,6.91,34,42,42,0
ORD000055,2026-02-21 15:13:24,Dadar,REST_E,19.010889,72.842089,9,4,1073,Normal,COD,2,2.69,3,High,Clear,0,8,10,4,1.35,0.64,5,14,33,19
ORD000056,2026-02-21 18:51:04,Kurla,REST_E,19.202556,72.917655,23,1,919,Normal,Online,3,0.87,2,Medium,Rain,0,6,2,4,1.63,6.12,30,53,50,-3
ORD000057,2026-02-21 13:01:14,Dadar,REST_D,19.026978,72.885296,15,5,536,High,COD,0,1.89,3,Medium,Rain,1,12,2,3,2.31,1.47,11,26,35,9
ORD000058,2026-02-21 12:58:08,Andheri East,REST_B,19.006024,72.809001,14,4,327,High,COD,8,3.5,4,High,Clear,1,8,6,0,2.06,5.96,47,61,42,-19
ORD000059,2026-02-21 17:49:18,Kurla,REST_B,19.066379,72.810727,15,2,303,High,Online,5,1.6,3,High,Rain,1,10,5,3,1.4,6.32,50,65,38,-27
ORD000060,2026-02-21 11:44:50,Andheri West,REST_C,19.191513,72.942525,13,6,228,Normal,Online,2,2.38,4,Low,Rain,0,11,4,0,1.82,6.8,44,57,50,-7
ORD000061,2026-02-21 14:37:13,Andheri West,REST_B,19.038642,72.834443,9,2,1120,Normal,Online,4,3.58,2,Medium,Clear,1,7,7,6,1.73,6.53,52,61,50,-11
ORD000062,2026-02-21 11:02:10,Andheri East,REST_C,19.153776,72.819467,15,1,1134,High,COD,1,0.51,2,High,Rain,1,14,6,3,2.48,2.93,14,29,40,11
ORD000063,2026-02-21 13:07:08,Bandra West,REST_D,19.205996,72.851537,22,3,462,High,COD,7,0.74,4,High,Clear,1,0,8,0,1.24,3.98,25,47,40,-7
ORD000064,2026-02-21 16:53:53,Goregaon,REST_A,19.019551,72.802488,19,4,1113,Normal,COD,6,2.34,4,High,Clear,0,2,2,2,1.56,1.79,11,30,47,17
ORD000065,2026-02-21 18:47:08,Andheri East,REST_D,19.110402,72.861702,20,2,653,Normal,Online,5,0.46,2,Medium,Clear,1,11,1,3,1.31,5.73,37,57,41,-16
ORD000066,2026-02-21 11:37:21,Dadar,REST_E,19.153457,72.933522,11,4,1019,High,COD,7,0.56,4,Low,Cloudy,0,10,0,4,2.13,0.59,2,13,41,28
ORD000067,2026-02-21 11:52:09,Andheri East,REST_B,19.101307,72.877084,20,6,912,High,COD,1,2.1,2,Low,Clear,0,13,2,1,2.49,6.52,52,72,32,-40
ORD000068,2026-02-21 14:47:02,Goregaon,REST_E,19.229475,72.833512,15,2,718,High,COD,1,3.12,4,Low,Rain,0,1,8,6,1.97,1.28,8,23,39,16
ORD000069,2026-02-21 14:44:00,Andheri West,REST_D,19.143025,72.905459,21,3,648,Normal,COD,6,2.89,4,High,Cloudy,1,15,0,0,1.09,5.39,26,47,46,-1
ORD000070,2026-02-21 16:31:47,Andheri East,REST_E,19.152786,72.898692,9,4,182,Normal,COD,1,3.48,4,Low,Cloudy,0,12,8,7,1.85,6.49,51,60,41,-19
ORD000071,2026-02-21 16:43:06,Kurla,REST_B,19.03653,72.812705,12,5,268,High,COD,5,1.29,2,Low,Cloudy,0,8,1,7,2.01,4.34,28,40,45,5
ORD000072,2026-02-21 13:35:04,Kurla,REST_B,19.095689,72.808772,12,6,845,Normal,COD,4,1.51,2,High,Cloudy,0,9,10,5,1.18,6.44,51,63,38,-25
ORD000073,2026-02-21 13:34:06,Andheri East,REST_B,19.001939,72.853843,12,5,1177,High,Online,5,1.21,4,Low,Cloudy,0,6,8,0,2.15,6.54,32,44,45,1
ORD000074,2026-02-21 14:08:43,Bandra West,REST_B,19.051404,72.878956,10,2,203,High,COD,1,0.65,4,Medium,Clear,0,5,8,1,1.42,4.2,27,37,44,7
ORD000075,2026-02-21 12:39:04,Kurla,REST_A,19.248239,72.925094,23,2,462,High,COD,7,3.2,3,Low,Cloudy,1,4,2,6,1.18,1.67,13,36,43,7
ORD000076,2026-02-21 12:10:04,Kurla,REST_C,19.205272,72.893496,14,6,951,Normal,COD,7,0.29,4,Medium,Cloudy,0,11,9,2,1.92,5.81,46,60,31,-29
ORD000077,2026-02-21 11:09:32,Dadar,REST_B,19.007517,72.880012,20,3,956,High,Online,5,1.12,2,Low,Clear,1,9,2,5,1.43,0.69,3,23,34,11
ORD000078,2026-02-21 14:01:19,Andheri East,REST_C,19.09114,72.803361,14,1,605,Normal,Online,5,0.5,3,High,Cloudy,1,13,9,5,1.53,2.16,10,24,32,8
ORD000079,2026-02-21 15:37:18,Goregaon,REST_E,19.019823,72.825813,21,2,1151,High,COD,0,3.36,2,High,Rain,1,8,3,5,2.38,5.74,37,58,30,-28
ORD000080,2026-02-21 16:31:38,Goregaon,REST_A,19.08135,72.826978,15,4,151,High,COD,7,1.9,3,Medium,Rain,1,6,9,0,2.08,5.02,32,47,49,2
ORD000081,2026-02-21 14:31:19,Bandra West,REST_C,19.156748,72.887779,14,2,231,High,COD,2,2.94,2,Medium,Clear,0,12,5,8,2.37,0.59,4,18,34,16
ORD000082,2026-02-21 11:49:10,Powai,REST_D,19.153432,72.913535,14,3,246,Normal,COD,7,3.17,3,High,Rain,0,8,8,4,1.43,5.5,35,49,47,-2
ORD000083,2026-02-21 14:22:26,Dadar,REST_E,19.214345,72.906896,23,4,1012,High,COD,5,0.42,2,Medium,Cloudy,1,14,8,4,2.25,3.46,27,50,46,-4
ORD000084,2026-02-21 14:07:39,Powai,REST_B,19.064218,72.855502,12,6,1083,Normal,Online,0,3.39,2,Low,Cloudy,0,4,10,7,1.98,3.05,19,31,48,17
ORD000085,2026-02-21 18:44:15,Andheri West,REST_E,19.191741,72.879629,20,5,426,High,COD,0,0.48,3,High,Clear,0,9,0,8,2.09,4.02,32,52,36,-16
ORD000086,2026-02-21 12:22:03,Bandra West,REST_D,19.203429,72.908983,12,1,846,Normal,Online,1,1.63,3,Low,Rain,1,4,9,3,2.38,6.86,54,66,49,-17
ORD000087,2026-02-21 14:36:00,Bandra West,REST_B,19.201433,72.875844,13,4,1002,High,COD,0,3.59,4,High,Clear,1,1,3,2,1.56,3.93,25,38,32,-6
ORD000088,2026-02-21 11:13:18,Kurla,REST_A,19.144442,72.918643,23,3,1101,High,Online,2,2.92,2,High,Cloudy,0,5,8,8,1.96,1.28,6,29,32,3
ORD000089,2026-02-21 13:13:39,Andheri East,REST_E,19.033553,72.920803,9,1,718,Normal,Online,4,2.35,4,Low,Cloudy,0,2,8,3,1.95,1.17,7,16,47,31
ORD000090,2026-02-21 18:08:16,Dadar,REST_E,19.135307,72.901695,23,5,347,Normal,Online,0,3.44,2,Medium,Cloudy,0,3,3,5,1.98,2.05,10,33,48,15
ORD000091,2026-02-21 13:44:58,Powai,REST_D,19.027127,72.829353,25,3,669,High,Online,6,1.61,3,Medium,Rain,1,7,6,7,1.83,5.04,25,50,49,-1
ORD000092,2026-02-21 16:38:42,Andheri East,REST_A,19.201815,72.918753,16,3,893,Normal,COD,6,2.62,2,Low,Clear,1,4,8,4,1.09,3.18,20,36,39,3
ORD000093,2026-02-21 13:56:25,Dadar,REST_E,19.092455,72.860965,21,5,251,High,COD,8,0.4,4,Medium,Rain,1,12,2,0,2.28,1.82,9,30,42,12
ORD000094,2026-02-21 18:48:29,Andheri East,REST_C,19.009611,72.925923,12,6,1195,Normal,COD,3,2.01,2,Low,Cloudy,0,5,6,3,1.83,2.25,14,26,50,24
ORD000095,2026-02-21 12:22:58,Andheri East,REST_B,19.083598,72.873728,15,6,903,Normal,COD,5,2.5,4,Low,Clear,1,2,3,2,2.28,6.38,41,56,41,-15
ORD000096,2026-02-21 15:28:50,Andheri West,REST_D,19.110799,72.825705,16,4,401,High,COD,7,1.15,3,Low,Rain,1,14,8,1,2.3,4.76,23,39,43,4
ORD000097,2026-02-21 16:05:25,Dadar,REST_D,19.078476,72.857788,10,5,1172,Normal,Online,3,3.23,2,Low,Clear,1,3,0,4,1.16,5.57,27,37,31,-6
ORD000098,2026-02-21 14:58:25,Andheri West,REST_B,19.030961,72.896376,14,5,1074,High,COD,1,2.35,4,High,Cloudy,1,11,7,0,1.9,5.28,34,48,45,-3
ORD000099,2026-02-21 12:59:23,Andheri West,REST_E,19.228863,72.940041,14,6,873,Normal,COD,7,0.49,3,Low,Cloudy,1,13,9,3,2.05,2.5,20,34,44,10
ORD000100,2026-02-21 12:14:07,Powai,REST_B,19.229614,72.929964,16,3,1183,Normal,Online,6,2.94,3,High,Clear,1,2,0,4,1.76,1.96,9,25,30,5
ORD000101,2026-02-21 18:02:36,Goregaon,REST_B,19.118089,72.863542,17,6,506,Normal,COD,7,1.88,3,High,Cloudy,0,0,1,2,2.21,1.99,9,26,38,12
ORD000102,2026-02-21 13:00:01,Kurla,REST_D,19.05716,72.877481,23,4,1156,Normal,Online,0,2.63,4,Low,Cloudy,0,0,2,8,1.22,1.61,8,31,38,7
ORD000103,2026-02-21 14:19:59,Powai,REST_D,19.110035,72.923997,24,2,420,Normal,Online,0,1.93,2,Low,Cloudy,0,6,4,7,2.38,5.02,40,64,35,-29
ORD000104,2026-02-21 13:33:12,Powai,REST_B,19.038417,72.901311,22,2,382,High,Online,4,3.02,4,Low,Clear,1,8,4,0,2.34,4.81,31,53,44,-9
ORD000105,2026-02-21 17:11:02,Dadar,REST_A,19.012121,72.800822,24,4,483,High,COD,1,3.6,2,Low,Rain,1,14,0,8,2.49,5.16,41,65,31,-34
ORD000106,2026-02-21 15:47:32,Andheri East,REST_E,19.053362,72.837449,8,1,1197,High,COD,7,1.98,3,High,Clear,0,15,8,7,2.46,1.06,6,14,43,29
ORD000107,2026-02-21 18:47:36,Kurla,REST_C,19.002077,72.898519,13,2,512,High,Online,7,3.03,2,Low,Cloudy,0,10,3,1,1.68,6.7,53,66,49,-17
ORD000108,2026-02-21 14:00:43,Goregaon,REST_C,19.064178,72.874954,14,4,135,High,COD,5,3.33,4,High,Clear,0,9,4,3,1.15,1.92,9,23,39,16
ORD000109,2026-02-21 18:23:14,Goregaon,REST_A,19.219108,72.926968,25,2,431,High,COD,2,2.03,2,Medium,Clear,1,11,3,4,2.33,3.94,19,44,33,-11
ORD000110,2026-02-21 13:16:23,Andheri East,REST_B,19.122914,72.871267,24,5,952,High,COD,4,0.83,2,High,Cloudy,1,12,1,0,1.55,3.67,18,42,50,8
ORD000111,2026-02-21 16:28:37,Andheri West,REST_C,19.068592,72.909179,14,5,299,High,Online,1,2.84,3,High,Cloudy,1,14,9,5,2.48,6.44,32,46,32,-14
ORD000112,2026-02-21 16:24:58,Kurla,REST_A,19.240354,72.845373,17,1,873,High,Online,2,2.62,3,Medium,Rain,0,0,1,3,1.03,2.42,15,32,44,12
ORD000113,2026-02-21 14:04:28,Powai,REST_A,19.005597,72.823253,11,6,262,High,COD,0,2.42,3,Low,Rain,1,4,5,7,1.85,2.79,22,33,48,15
ORD000114,2026-02-21 15:08:36,Kurla,REST_D,19.094042,72.932772,8,2,450,Normal,Online,4,1.49,4,Medium,Clear,0,12,8,3,2.14,1.08,8,16,47,31
ORD000115,2026-02-21 14:21:32,Andheri West,REST_C,19.129519,72.849794,16,2,227,Normal,COD,1,3.08,2,High,Clear,0,2,1,3,2.36,4.47,29,45,33,-12
ORD000116,2026-02-21 15:52:59,Powai,REST_B,19.21363,72.907503,14,2,1058,Normal,COD,3,3.45,3,Low,Clear,0,7,5,6,1.78,2.79,13,27,40,13
ORD000117,2026-02-21 13:10:52,Goregaon,REST_D,19.09262,72.832167,20,5,319,Normal,Online,3,1.16,3,High,Rain,1,13,7,1,1.94,4.19,33,53,46,-7
ORD000118,2026-02-21 18:20:58,Andheri West,REST_C,19.096113,72.865319,8,3,927,High,COD,6,1.25,4,Low,Cloudy,0,2,8,8,1.05,3.26,16,24,36,12
ORD000119,2026-02-21 14:59:39,Goregaon,REST_C,19.155746,72.839157,14,1,314,Normal,Online,5,0.48,2,Low,Cloudy,0,10,6,3,1.66,2.09,10,24,45,21
ORD000120,2026-02-21 15:56:27,Andheri East,REST_E,19.126849,72.842668,12,3,1044,High,Online,7,3.96,2,Medium,Rain,0,13,6,6,1.49,5.63,45,57,31,-26
ORD000121,2026-02-21 13:27:41,Bandra West,REST_B,19.067744,72.886026,11,5,710,High,Online,1,2.39,3,High,Cloudy,1,6,8,5,2.23,3.23,16,27,42,15
ORD000122,2026-02-21 11:27:06,Kurla,REST_B,19.221213,72.922158,12,4,844,High,COD,1,3.18,4,Low,Clear,1,9,6,4,2.07,3.5,28,40,50,10
ORD000123,2026-02-21 12:52:50,Andheri West,REST_E,19.172933,72.860255,23,5,739,High,COD,3,0.46,3,High,Cloudy,1,4,0,7,2.36,6.61,42,65,48,-17
ORD000124,2026-02-21 13:14:42,Powai,REST_C,19.077275,72.859628,23,3,612,Normal,COD,8,2.07,4,High,Cloudy,0,8,10,0,1.1,1.83,9,32,41,9
ORD000125,2026-02-21 14:53:01,Goregaon,REST_A,19.154911,72.877833,9,2,1051,Normal,Online,2,2.84,2,Medium,Rain,0,12,6,1,2.08,5.05,32,41,34,-7
ORD000126,2026-02-21 16:29:34,Bandra West,REST_E,19.100016,72.928061,22,5,807,Normal,Online,6,0.46,4,High,Rain,1,9,9,1,1.52,2.94,14,36,31,-5
ORD000127,2026-02-21 16:07:46,Andheri East,REST_D,19.156965,72.909606,22,4,806,High,Online,0,0.28,2,High,Clear,0,15,8,8,1.68,0.87,5,27,47,20
ORD000128,2026-02-21 15:15:44,Bandra West,REST_E,19.185676,72.925182,11,5,964,Normal,COD,1,3.81,2,Medium,Clear,0,15,4,0,1.59,6.16,49,60,31,-29
ORD000129,2026-02-21 17:40:27,Dadar,REST_C,19.049251,72.934703,15,3,461,Normal,Online,0,3.7,4,High,Rain,1,6,8,8,1.19,6.55,32,47,47,0
ORD000130,2026-02-21 13:13:26,Kurla,REST_B,19.09567,72.933438,19,5,541,Normal,COD,6,3.85,3,High,Clear,0,1,0,5,2.25,5.92,47,66,46,-20
ORD000131,2026-02-21 17:16:21,Kurla,REST_D,19.034938,72.893786,22,4,623,High,Online,6,2.5,3,High,Rain,0,13,7,3,1.11,1.53,9,31,49,18
ORD000132,2026-02-21 16:30:38,Dadar,REST_C,19.114672,72.896447,18,1,1106,Normal,Online,0,3.0,3,Low,Cloudy,0,15,6,8,1.86,5.03,32,50,42,-8
ORD000133,2026-02-21 17:05:26,Andheri West,REST_E,19.06467,72.819385,24,3,598,Normal,COD,0,1.91,3,High,Rain,0,7,10,0,2.24,5.58,27,51,37,-14
ORD000134,2026-02-21 14:49:15,Bandra West,REST_E,19.068706,72.903558,10,6,230,Normal,COD,2,2.58,4,Medium,Clear,0,5,1,8,2.47,5.24,41,51,42,-9
ORD000135,2026-02-21 12:50:36,Kurla,REST_E,19.176125,72.809752,11,4,967,Normal,Online,6,0.59,2,High,Clear,1,6,4,1,1.3,3.09,15,26,48,22
ORD000136,2026-02-21 13:11:59,Dadar,REST_A,19.025901,72.889805,9,3,988,High,Online,1,3.52,3,Medium,Rain,1,7,6,4,1.29,6.03,48,57,32,-25
ORD000137,2026-02-21 16:09:01,Goregaon,REST_A,19.218933,72.82105,15,3,1059,Normal,Online,0,0.44,2,High,Rain,0,10,2,6,1.29,3.99,25,40,33,-7
ORD000138,2026-02-21 14:57:06,Powai,REST_C,19.125347,72.89318,19,5,985,Normal,COD,4,0.9,4,Medium,Clear,1,11,3,5,1.95,4.84,24,43,47,4
ORD000139,2026-02-21 17:22:47,Dadar,REST_E,19.008163,72.827615,23,1,1136,Normal,Online,8,2.72,3,Medium,Rain,0,9,3,6,1.24,6.2,49,72,43,-29
ORD000140,2026-02-21 14:41:23,Kurla,REST_E,19.210992,72.903118,15,5,843,High,Online,4,3.18,2,Medium,Cloudy,1,3,8,4,2.08,4.99,24,39,50,11
ORD000141,2026-02-21 13:12:51,Kurla,REST_C,19.011781,72.834744,16,2,855,High,COD,4,3.45,3,Medium,Cloudy,1,12,3,8,1.81,1.44,11,27,35,8
ORD000142,2026-02-21 13:53:45,Andheri East,REST_B,19.198536,72.837675,25,6,1063,Normal,Online,3,2.52,2,Medium,Cloudy,0,3,1,8,1.43,2.76,17,42,32,-10
ORD000143,2026-02-21 16:57:26,Goregaon,REST_A,19.156367,72.840164,24,3,286,Normal,Online,1,1.67,4,High,Cloudy,0,13,8,0,1.02,4.87,31,55,33,-22
ORD000144,2026-02-21 12:03:26,Bandra West,REST_A,19.096995,72.926931,11,3,260,Normal,Online,6,3.03,4,High,Rain,1,0,8,6,1.72,1.36,8,19,40,21
ORD000145,2026-02-21 13:01:54,Bandra West,REST_E,19.216714,72.886266,23,2,766,Normal,COD,4,3.77,2,High,Rain,0,0,0,3,2.13,3.6,18,41,34,-7
ORD000146,2026-02-21 12:28:52,Bandra West,REST_B,19.061731,72.94605,16,2,840,High,COD,0,3.63,2,High,Clear,1,14,6,3,1.45,5.76,46,62,33,-29
ORD000147,2026-02-21 14:00:58,Goregaon,REST_C,19.0918,72.819387,16,5,1103,High,Online,2,3.47,2,High,Cloudy,1,2,4,4,2.33,6.95,55,71,32,-39
ORD000148,2026-02-21 15:20:54,Andheri East,REST_D,19.1504,72.817894,8,5,824,High,Online,4,2.77,3,Low,Clear,1,5,9,5,2.09,6.07,30,38,36,-2
ORD000149,2026-02-21 12:02:35,Andheri East,REST_A,19.055346,72.902316,14,2,1046,Normal,Online,4,2.39,3,High,Clear,0,3,2,6,1.8,6.57,32,46,39,-7
ORD000150,2026-02-21 14:31:43,Bandra West,REST_C,19.104977,72.9219,8,3,824,High,Online,6,1.37,2,High,Clear,1,7,9,1,1.71,3.58,17,25,41,16
ORD000151,2026-02-21 14:53:38,Andheri West,REST_C,19.11494,72.801595,18,5,639,Normal,Online,5,2.38,4,High,Cloudy,1,8,1,2,2.22,0.69,3,21,36,15
ORD000152,2026-02-21 16:46:36,Goregaon,REST_D,19.094357,72.83503,11,1,534,Normal,COD,1,2.71,2,High,Clear,1,13,3,0,2.1,3.37,26,37,35,-2
